Comments,Periode
jadi runyem gara2 si corona sakti jg y corona bisa bikin dunya jadi gemparr ????????,September
Kalau masih bisa dibikin sulit ngapain dipermudah , urusan Rakyat saja masih disulit2 gimana caranya golek bathi !!,September
Transportasi di Jakarta tetap membludak utama nya krl...kenapa tuan Gubenur tidak dengan tegas memerintahkan pengusaha untuk menghentikan kegiatan..apa nunggu banyak korban dulu ?,September
Keputusan nya mencla mencle ,, jelas yg mana pak...lising dan bank tidak mengikuti kebijakan anda tuan presiden...gak mau melaksanakan penundaan pembayaran cicilan...,September
HIMBAUAN DARI GUGUS TUGAS TIDAK DILAKSANAKAN DENGAN BAIK OLEH PELAKSANA LAPANGAN DI SEMUA LINI LAYANAN PEMERINTAH, GIMANA PENGAWASANNYA?,September
lebih tanggap pemda dibanding pempus,September
Semangat untuk bapak/ibu pemerintah daerah. Kalian menunjukkan kinerja yg baik pada situasi genting seperti ini.,September
Emng gak jelas... disini kelihatan kasitas pemerintah sebenarnya bayangkan ini perang senjata ?? Sya gak yakin rakyatnya bakal merasa aman..,September
Presiden itu ga cukup bermodal baik hati Presiden harus lah baik hati,  jujur,  PINTAR,  BERWAWASAN,  CEKATAN,  mampu berpikir sendiri, Saya liat presiden yg sekarang bahkan ga mampu untuk berdiskusi 1 lawan 1 , jika berpidato harus pake kertas,  kalau berkomunikasi dengan luar negri harus di dampingi minimal 2 orang.,September
Dulu di mata najua ini banyak penyokong si anu kok sekarang takada, baru tahu pemimpin itu kalau cerdas cepat tanggap ,dan tidak lelet,September
Kalo mau psbb... seharusnya serentak donk.,September
Skrg saya mau tanya,klo seandai nya mba najwa Jd org BERPENGARUH di Indonesia apa yg mau anda lakukan mba..??????,September
Kasian mba nana beberapa episode kebelakang dikibulin sama menteri kesehatan..corona hanya hoaks..itu lah kesombongan yg hakiki,September
Luhut tu orang tdk py hati , pantas untuk di pecat , dia lebih mentingkan ekonomi drpd nyawa rakyat. Po g takut tu yg nmy luhut kena hukuman dr allah !!! Ingat pak luhut wabah ne ujian dr allah , bs saja menyerang anda ....,September
Goblog nya msh d bela, ngerihnya buzer buzur pd gentayangan, kritik  npa wouy salah ya salah benar y benar, tuh keliatan msh pd pinter trio gubernur dki jabar jateng tuh transfaran ke masyarakat mau gaet para ahli dan ilmuan,September
+62 kalau ada uang kerja cepat.. Cepat di garong Cepat di korupsi Cepat maling2 pemerintah menikmati..,September
Ues kl pk jokowi dan jajarany bebelit2 dan g sanggup ngurus corona , mending mundur ganti yh lebih pekak san cekatan untuk menyelamatkan rakyat indonesia ,,September
Wah ini acaranya terlalu memojokkan pemerintah pusat yang bergerak amat sangat cepat, secepat kilat, Contohnya mengeluarkakan bejibun himbauan yg sangat <del>berfaedah</del><br><b><i>Cari aman aja daripada diciduk</i></b>,September
Rakyat kita sudah cerdas ..bisa menilai mana yg bisa kerja mana yg kerja ny hanya di depan kamera..,September
Awal  kemiskinan sudah mulai  sampay kpn musibah ini y Allh,September
Ngomong lancar karena gajih gede coba kalo jadi kuli mau ngomong apa,September
pemimpin pusatnya gak becus dan mengaggap REMEH soal COVID19,,September
Pak presiden kami ini manusia. Tolong jangan bunuh kami perlahan.. tolong lengkapi alat penunjang kehidupan spt ventilator di rumah sakit dan puskesmas seluruh indonesia...,September
Di Jawa bnyk yg tidak dpat bntuan begitupun yg luar Jawa. .. utang 70 triliun cuma buat senang para koruptor sja,September
Klw lockdwon utang negara semakin besar ... Sekarang saatnya Indonesia bersatu saling bantu ,saling membagi Rezki ...karna musibah ini TDK di terima hanya satu golongan tapi semua golongan merasakan.. termasuk pak presiden dan semua anggota nya ..karna untuk menekan hutang Indonesia TDK melakukan lockdwon,September
LUCUNYA NEGRIKU.....ORANG CARI MAKAN BUAT HIDUP DG HALAL karena UU PSBB bisa di pidanakan.... NARAPIDANA yg cari uang untuk foya foya di bebaskan.....????????????,September
Kalau dulu ada staement corona tidak masuk ke indonesua karena birokrasinya berbelit - belit<br><br>Kalau sekarang corona susah keluar dari indonesia karena birokrasinya berbelit - belit,September
"BEBERAPA PERTANYAAN NANA.. SEMESTINYA ADA MOMENT ANIES BISA MENGABIL KESEMPATAN UNTUK &quot,MENYALAHKAN&quot, PUSAT TETAPI DIA TIDAK LAKUKAN ITU,",September
itu yang rapat virtual DPR ada suara bersin keras banget wkwkwk aku yakin bersinnya ngga ditutupin ????,September
Percumah sekalipun di jorokin emang mentok tetep diam ga bisa apa apa. Ada yg punya ide di jegal.,September
Luhut memang memang biang bikin kacau negeri ini... Sayangnya dia juragannya jokowi... Alias bohir pilpres jkw.... Jadi jokowi lalalolo tok ga iso mecat luhut...,September
jokowi udah gila kali ya... si tikus rakus luhut harus dilempar ke penjara... ???,September
Ya ini semua salah kita dulu .. milih pemimpin yang pelihara buzzer .. alhasil apa2 selalu dibela buzzer. Sudahlah .. si anu dam jajarannya lihat nyawa cm data statistik dan gak lihat nyawa sbg hal berharga.. kita sdh tau klo mrk2 itu gak becus urus virus .. Kita sbg rakyat tinggal pasrah tinggal tunggu mati aja .. mati krn virus atau mati krn perut lapar dlm situasi sulit akibat covid-19. Semoga kt semua selalu sehat dan selamat.,September
Negara ini gak serius menangani covid19 atau tdk memiliki kemampuan. Semoga bapak jokowi bisa menjadi presiden seterusnya sampai 30 periode supaya negara ini bisa dijadikan tumbal.,September
Pemerintah terlalu banyak menuntut terhadap rakyatnya (tuannya) ancam sana ancam sini, giliran rakyat yg menuntut perlindungan akan kebutuhan kehidupannya, pemerintah terlalu banyak ngeles...tolong pemerintah seimbangkan antara tuntutan terhadap rakyat dan kewajiban pemerintah terhadap rakyatnya. Klo ga bisa, ini bisa jd potensi rusuh...,September
President Jokowi tidak bertanggung Jawan dengan wabah covid 19 .DIA Sama opung tidak Mau melingdunggi rakyatnya.<br>Seorang gubernur kerja keras.Tatut DIA Sama Anis.Masya Allah Cara DIA bicara SAMPAI boss says acunkan jempol untuk Anis we can see who is the leader??????? The way he explain very smart n very interesting words,September
Maaf ye saudaraku dì Indonesia.Stay Safe ye.Kami warga Malaysia mendoakan warga Indonesia sama2 bersatu melawan Covid ini????????????,September
Setuju sama anis kali ini, data yang ditunjukkan memang real, tapi kalo yang sebenarnya ya nggk mungkin segitu karna kapasitas kita kemungkinan belum memadai, jadi bagi yang ngomong data gk bener ya bukan salah tapi bukan bener juga, apalagi yang bikin data perkiraan, semua juga bisa klo cuma gitu doang.,September
kepingin lihat acara mata najwa juga conference ke Presiden RI 1 terkait kebijakan nya yang dibuat dari awal kes covid19 ini ada di Indonesia, apa bisa setegas ini si najwa bertanya?????? hehehe ^_^ pasti atut kali ya...semoga aja dalam waktu dekat mata najwa bisa hadirkan Pak Presiden berdialog tentang COVID19,September
Skilas saya kira judulnya Terbelit usus corona ????????,September
Kalo daya tampung sarana transportasi dikurangi, itu berpotensi merangsang masyarakat buat pake kendaraan pribadi. Semakin banyak yg pake kendaraan pribadi, Jalanan bakal tambah penuh, tambah macet. Gitu ga sih?,September
Gatau da Indonesia lambat, udah tau penularannya cepat malah leha2,September
putus hubungan sama china slelsay perkara.. Komunis itu jahat sgala cara dilakukan untuk menghancurkan, jauhi jgn didekati apalagi ditemani.. bergaul sama maling ya jadi maling<br>bergaul sama perampok ya kita jdi perampok juga bergaul sama penjahat kita pun ikut jdi penjahat.,September
Memang berbelit dan tidak kompeten Mba. Salah satu contoh, orang yang melanggar PSBB diancam hukuman penjara. Sementara yang sudah dipenjara pada di bebaskan dengan alasan kemanusiaan Covid-19........????????????????????,September
Klo semua nya usai baru semua pemimpin yang ilang nongol mengklaim ini hasil kerja saya jiah hihihihi,September
Membuang masa dengan teori,September
Hahahahhahahhahaaa yang berbelit itu anis baswedan bukan pusat,  bagi yang terhipnotis dan terbuwai dengan  penjelasan anis maka tidak akan fokus, dikira  hebat kerja keras hahahaa padahal plin plan. Warga +62 benar-benar gampang di tipu, dikit-dikit panik, dikit-dikit nyanjung, dikit-dikit menghujat.,September
Terkesan tidak sinkron pusat dan daerah hrsnya kompaknkrn ini bencana kesehatan, kemudian kalau masalah pengurusan ijin2 investor dgn tegasnya dipangkas sementara bicara penanganan covid terkesan terlalu prosedural, jd muter2,  spend time sementara ini darurat kesehatan, sementara kecepatan penyebaran begitu cepat, hrsnya tindakannya lbh cepat juga, gmana ekonomi mau bisa jalan kalau masyarakatnya pd sakit  dan pd ketakutan, jd masyarakatnya dulu yg diurus, sehatkan dulu,  kompak dan fokus dlm penanganan ini, dan lakukan secara extream,  dan ga terkesan lempar tanggung jawab....sementara yg jd korban berjatuhan dan terus nambah...,September
Ya ampun pemerintah pusat melindungi rakyatnya dari covid-19 amat memprihatinkan.,September
anies itu seorang negarawan sejati, .. tidak semua pejabat juga negarawan, melainkan hanya sedikit sekali... beliau juga pemimpin yg diikuti rakyat yang dicibtainya, dan mencintainya... barokallah pak gubernur indonesia..,September
setidaknya pemerintah pernah gerak sangat cepat. revisi uu kpk,September
Salah satu syarat jika anda ingin menjadi politikus handal. Ketika mulai berkomunikasi dengan lawan bicara jangan lupa untuk memulai kalimat dengan kata-kata. Jadi begini/jadi yang harus/jadi sebenarnya/jadi (kata pembenaran)... Lalu mulai lah bicara secara panjang dan terus berputar-putar atau berbelit-belit. Ingat.... jangan to the point atau jangan jujur,September
Jujur Pemerintah republik saat ini kalah tanggap dengan pemerintah Kolonial Hindia Belanda ketika wabah melanda,September
buang2 biayah pak kalo tidak di karantina wilayah,   virus beres ekonomi pasti segera normal kembali.    buat apa di puji negara2 lain tp rakyak pda sakit kena viruz berkepanjangan,September
Tanggapan saya sebagai seorang yang awam... Memang iya, mungkin berapa waktu lalu Indonesia seakan meremehkan Covid-19 (saya juga geram dengan hal itu) tapi, positif thinkingnya itu untuk meningkatkan Optimisme Pemerintah...<br>Terus sekaran semua elemen sedang berusaha untuk melawan covid-19...<br>Semuaa lapisan pemerintah bekerja keras untuk melawan ini (saya juga setuju kalau pemerintah tidak memperlihatkan situasi darurat)<br>Tapi jangan selalu MENYALHKAN dan jangan selalu membahasa yang sudah terjadi.....<br>Mengkritik sangat mengajukan saran jelas Hak Kita... Tapi MENYALAHAKAN buka hak dan bukan hal yang harus dilakukan..<br><br>Saya lebih sering membaca hal-hal yang lebih menyalahkan dari pada hal mengkritik dan memberi saran serta solusi...,September
klo sy gelisah soal dampak dari coronanya terutama dari ekonomi...,September
Mungkin ke depan Jabodetabek jadi satu wilayah pemerintahan dengan satu orang gubernur,September
Jd selama ini para penguasa benar2 pencitraan.. ketika masalah datang keliatan gobloknya,September
kinerja Pak Anies dan pak ridwan luaaarr biasa,sangat masuk akal dan nyata ,kinerja pusat dan menterinya moonmaap ????,September
"Bnyk yg gemas dgn situasi tetapi phobia dgn hukum.<br>Mau mengeluh , mau mengkritik, dan mau marah . Tapi apalah daya remah2an hanya habis di makan semut.<br>Definisi KRITIK dan HINAAN antara penguasa dan rakyat sangat2 jauh berbeda!!<br><br>&quot,Kalian maha benar , kami selalu salah &quot,<br>&quot,Kalian sungguh sempurna , kami penuh dgn kekurangan&quot,<br><br>Kalian lah sang penguasa !!",September
Our story dan semua yg koment  pake nama palsu, 2024 msh lama, pandemic depan mata jgn adu domba deh.. bersikap jujur.. yg beber ya bener yg salah ya salah..,September
Buat mbak najwa jangan tkut bicara kebeneran,September
Semakin gw tonton semakin gw emosi anjir, kata kasar yang ada di otak gw pngen gw tulis semua, arrrrghhhh....!!!,September
kalau dari pemeritah pusat tegas dari awal..dan memikirkan rakyatnya<br>korban covid 19 tidak akan bertambah.<br>semoga wabah ini cepat berlalu.amin.yra,September
SUDAHLAAAAAAAAAAH, KAPAN MBA NANA SIAP JADI RI1 TANPA PARTAI ATAU BUAT PARTAI BARU! MUAK SAYA SAMA SEMUA NYA,September
"Hikma adanya covid-19 adalah:<br>Tuhan mau memberi tahu hambanya bahwa &quot,saperti inilah pemimpinmu&quot,",September
Kalau pemerintah mau jujur dan minta maaf masyarakat pasti bisa mengerti... Tapi gengsi pemerintah mengalahkan naluri kemanusiaan..,September
PSBB itu harusnya dari dulu di terapkan,kalau Sekarang mah mestinya karantina total,ga ada orang masuk dan keluar dari wilayah pandemi, jadi ga menyebar dan cepat teratasi.,September
Temu Lawak, Astagfirullah negara kena musibah ati2 ngomong ntar kena diri sndr atau klg,September
Emang ada ya Masker utk Kepala? Setahu ku sih Helm kali ya. Itu sih Udah Peraturan kalee,September
Masalahnya gubernur  Dki adalah Anis baswedan...bayangkan Kalau gubernur Dki Ganjar prabowo atau Risma...Pasti disanjung dan di puja puji kayaknya pahlawan....<br>Dasar politik...viruspun dimanfaatkan!!!,September
Nyerah kelihatanya, para pemimpin ini, rumit memang ngurus rakyat ya, sementara mereka berbincang-bincang kosong, sementara pasien corona nasibnya diujung napas kematian, seratus, duaratus, tiga ratus orang setiap hari.,September
"Belum ada 1 pemerintahan pun yg pernah mengalami wabah se masive ini mulai indonesia merdeka.<br>Negara² yg lebih maju pun kalang kabut dgn betapa pelik &amp, dilematisnya dampak Covid19 ini.<br><br>Kecewa, geram, nyinyir, protes, boleh² saja....asal bawa data yg komprehensif, berimbang &amp, disampaikan secara sopan. <br><br>(Ciri kesopan santunan indonesia mulai terkikis sejak maraknya sosmed &amp, akun² alter netijen).<br><br>NB: Sy ga pernah fanatik terhadap manusia² manapun...karena fanatisme identik dgn kebodohan &amp, tertutup nya pola pikir.<br><br>Jaga kesehatan badan, kesehatan pikiran &amp, kesehatan hati kita masing².????<br><br>Tidak ada media yg netral di dunia ini, Semua Media pasti berpihak...tinggal berpihak kemana?<br>Penguasa,<br>pengusaha, <br>Pemilik media,<br>Golongan agama tertentu,<br>Kebenaran,<br>Atau kemanusiaan?",September
3842 orang case.<br>327 orang meninggal.<br>286 orang sembuh.<br>1 orang yang planga plongo.,September
BIROKRASI MEMBUNUH BANGSA!!!!!!!!! SETIAP HARI ADA BERITA PEMERINTAHNYA BIKIN SEREMONIAL, PENYERAHAN BANTUAN, BLA BLA BLA, SAMPE SEMPAT BIKIN SPANDUK SEGALA!!!!!! OH, TUHAN!!!!!!,September
negara tidak mau lockdown karna tidak mau ngeluarin duit buat rakyat,jauuuuuuuuuuh sama malaysia,klo buat rakyak mah,omong doang bantuan 405T,,,turun kerakyak kaga,kalo pun turun gk merata,dimalaysia gelandangan aja diperhatikan,miris liat negri ini.banyak mafia politik yg hanya mementingkan dirinya dan kelompoknya sendiri.,September
Ribet lah.. Sekalian la tutup total sebulan aja selesai lek, aduh aduh aduh.. Ribet.,September
"CAPE BRO TERLALU BANYAK YG MENYALAHKAN YG SATU DENGAN YG LAIN. BERFIKIR LAH KITE &quot, SECARE JERNIH .",September
Mantap ... disituasi yang sangat berat sekali buat bangsa ini .... narasi news menciptakan ruang untuk menumpahkan segala bentuk kebencian .... ??,September
Banyaknya pegawai pabrik yang diliburkan, lalu mereka semua pulang ke kampung masing-masing...<br><br>Nah.... Saya berharap saja tidak menyebar ke wilayah lain..,September
mata najwa kok jadi corong anti pemerintah. Kovid 19 itu wabah dunia PANDEMIK. Semua negara juga pada bingung cara menangulanginya. jadilah pengayom bangsa dan menangulanginya dengan bersatu dan gotong royong.,September
Bisakah seorang presiden dipecat.... gemes gue...??????????,September
Yang di tes se Nusantara baru 20 ribu.Di negara lain rata2 dah ratusan ribu, bahkan negara maju dah jutaan di tes swab. 3800 per hari ini itu ilusi.,September
Masalah wabah ... Seharusnya gak ada yg disalahkan.intinya pak perlu berdebat ....a-z.<br>Syukur kehidupan ,hidup itu sadar dari hati . Bukan sadar dari fikiran dan akal.<br>????????,September
"Awalnya takabur<br> &quot, Indonesia bebas Corona, orang Indonesia tahan Corona krna ini itu,&quot, sekali masuk kena 1 org, penyebarannya g terkontrol. Menkes nya ketawa ketiwi bikin guyonan soal Corona. Skrg ngumpet dan g ad ide yg cemerlang dri menkes",September
"&quot,Kemenkes tidak datang teleconference, menarik!&quot, dari ekspresi mbak Nana, I feel you too mbak.",September
Wanted Bapak Terawan.<br><br>Dicari Bapak Terawan yg Terhormat!<br><br>Anda dimana? Dengan siapa? Sekarang berbuat apa?,September
Mff jngn 100%menyalhkn presiden,krn presiden melakukn ini itu jg atas data menkes,,menkes yg dr awal terlalu bhkn sangt2 terlalu santuy ,,,,,,sekrang kedodoran,,aplgi yg di daerah,,,,,September
Salut sama pak Ridwan Kamil yg nyedian bahasa isyarat, ingat mereka juga punya hak utk informasi2 penting ini. At least klo gaada penutur isyaratnya, adain text sepanjang acara. ??,September
"Jelaslah pemerintahan pusat jokowi leleeeet, lamban. menyia-nyiakan waktu 2 bulan januari-februari 2020. dengerin mentri ngomong :&quot,cuaca indonesia panas virus cororna mati sendiri, tak akan ada wabah corona dll&quot,. tambah lagi bukan karantina tapi PSBB. PSBB leleeeet lagi. DKI cepat tanggap, di awal februari sudah bergerak. anak sekolah belajar di rumah. dah sekarang PSBB, beri rakyat indonesia makan. keluarin uang 500 Trilyun. selamatkan nyawa rakyat daripada ibukota baru. beri sembako yg rata pada yg hilang penghasilannya. Jangan dikorupsi !!! mata jeli, korupsi jangan diberi hati",September
buat gubernur ridwan kamil<br>gak usah bapak mikirin masalah arus mudik yg masih lama pak, puasanya aj blm.. udah mikirin mudiknya.<br>mending bapak fokus gmn caranya supaya masalah ini selesai dgn cepat bahkan berusaha sebisa mungkin selesai sblm ramadhan tiba, itu lebih kami hargai divanding bapak bicara MUI hrs mengharamkan mudik, gak nyambung pak yg lg divahas itu corona dan bapak sebagai pemerintah di tuntut untuk bagaimana menghadapi masalah corona ini bkn malah melebar ke mana mana....<br>bicara untuk hari ini dulu jgn yg blm kita hadapi dibahas nanti ujung2 nya telat trus kebijakannya..,September
menurut perkiraan<br>76605 orang di kali 3% = 2298,15 orang<br>serem juga kalau kenyataannya seperti itu tp yang tercatat 168 orang, alahmdulilah berati sisanya mungkin sudah sembuh, dan turut berduka cita untuk yang telah wafat,September
"Coba kalo sekarang gubernurnya ahok, mungkin kebijakannya beda:&quot,)",September
mengelola negara kebanyakan gimik. negara gini mau protes aja klo di underestimate. lah memang under kok pada protes bukannya sibuk berbenah.,September
Daripada berbelit..lebih baik kita minum kopi kapal api, bisa menyembuh penyakit corona..??,September
Udah . . . jgn pd khawatir . . . corona bisa sembuh sendiri . . . sembuh dengan cara mati sendiri,September
Saya pmilih jokowi,,<br>Senang dgn ahok..<br>Tapi kalo benar2 apa yg d wacanakan ma pak gub jakarta...<br>Jangnlah menutup mata dgn kputusannya dan jangan malu apresiasi,,<br>salut p.anies.??????,September
Seperti yang sudah saya duga Januari lalu. China dalam 2 minggu bikin RS, Indonesia dalam 2 minggu keputusan aja didebat tanpa ada ujungnya. Hari gini diktator lebih diperlukan.,September
Bapak jokowi yg terhomat...klo bapak gak bisa ngurusin negara/gak sanggup mending mundur saja pak.... Kasihan rakyat pak dikorbanin terus... Mendingan bpk ngurusin......!!!,September
Ibarat anak kelas 6 SD disuruh ngerjain tugas anak SMA, ya seperti ini lah kejadiannya.. kualitas itu tidak bisa dibohongi dan saat seperti inilah diuji..,September
Siiip,dan gak salah.  Najua ini mmg pembawa sekaligus penyampai yg khusus di jontrak oleh saudaranya yaitu anis bas edan. Kan sama2 ktrnn kadron. G prn ada berita najua tntg propinsi lain selain jakarta.  Tau kan emang jakarta aja. Msh bnyk lagi yg lain.,September
Corona, sebuah drama media dan data.<br>Suka2 amerika inggris italy mau bikin kematian ribuan atau juataan. Are real?,September
Keliatan bodohnya gubernor maling ni.kalao yg kena firus golongan babi2 berjenggot2 gpp.,September
Inget di beribatasan malah jalan2 , di larang pulang kampung malah pulang jadi jangan salah kan pemerintah tapi salah kan diri kita dahulu bahwa kita tidak bisa di siplin diri sendiri.,September
