Time;Periode;Comments
2020-04-10T15:12:48Z;September;"hanya saran untuk negara kita, menurut saya hal paling efektif penanganan yg awal dr pemerintah kt, segerakan tim2 medis turun ke bawah utuk tes semua masarakat menyeluruh mengingat kt org tidak akan tau tertular atau tidak akan virus ini, jgn hanya menjaga ,membatasi, atau tunggu virus ini menyebar! Jd segerakan tes k seluruh masyarakat indonesia dari semua aspek, kunjungi &amp; jgn hy omung ini itu, tolong dr pihak yg berwenang agar kita tidak was-was sampe skrg ini!  terimakasih"
2020-04-10T15:09:40Z;September;Woooiiiii<br>Bersatulah mikirin warga, jangan sampai Corona mendekati Anda.
2020-04-10T15:04:08Z;September;Kualitas seorang pemimpin hanya bisa dilihat pada saat2 genting seperti ini.
2020-04-10T15:01:48Z;September;Zaman jokowi ini lah sy rasa presiden bukan pemimpin,tp sebagai legal saja,jd kayak negara ini dikelola event organizer,apa2 harus berkordinasi,pemimpin cuma sebagai legal akhirnya aja,harusnya inisiatitif datangnya dari pressiden krn dia yg tau tentang indonesia secara komplit,tp kenapa pada rezim ini brasa beda yah,
2020-04-10T15:01:26Z;September;Jokowi kalau gk mampu urus negara pliisss mundur sajalah. Sudah banyak korban slama dia memimpin indonesia.
2020-04-10T14:50:32Z;September;efek bekerja dgn senyap... ketiduran..
2020-04-10T14:50:24Z;September;"Tujuan ny bagus tapi terlambat <br>Covid19 sudah di mana&quot;"
2020-04-10T14:48:36Z;September;Kerja.. Kerja.. Kerja.. Ngerjain akhirnya
2020-04-10T14:45:38Z;September;Surat lg..surat lg.. maaf bkn nya ini jaman nya teknologi?bisa ga ya untuk urusan surat belakangan? Semoga Indonesia bisa melaluinya ^^<br>Amin...
2020-04-10T14:32:06Z;September;seharusnya melihat pengalaman di kota New York mengapa sekarang menjadi wuhannya Amerika. Dimana paling resiko penyebarannya?
2020-04-10T14:28:48Z;September;Gimana tidak berbelit,pemerintah aja mengaggap remeh covid 19.pas banyak Korban baru bergerak.sampai saat ini permintaan maaf dr pejabat yg menganggap remeh aja gak kedengeran,rasa malu sudah tidak ada lagi untuk pejabat skr
2020-04-10T14:26:25Z;September;Jangan salahkan jokowi tp salahkan mereka yg nyoblos si doi di pilpres.
2020-04-10T14:25:46Z;September;"Gak usah jauh2 coba cek kapasitas tes swab harian kita...dibanding sama malaysia bagaikan ferarri vs odong2 hahahahahah......<br>Krn mungkin &quot;mereka&quot; memilih mitigasi bukan supresi.....jadi pilihan herd immunity yg mungkin jadi tujuan akhirnya......moga2 saya salah....."
2020-04-10T14:25:39Z;September;1 KALIMAT SAJA<br>PRESIDEN DAN DPR MPR DPD GAGAL MELINDUNGI RAKYAT INDONESIA..
2020-04-10T14:21:14Z;September;ibarat logika perang.....saat ini musuh sdh msk ke dalam jantung pertahanan negara, dan sdh mulai menembaki dan membunuh rakyat sipil, sementara para tentara baru sadar kalo tentara musuh udh menyeruak masuk ke jantung pertahanan paling strategis, sayangnya tentara baru mau ber-siap2 menyiapkan senjata, rompi anti peluru, helm baja, ...<br>tentara yg sudah siap dgn perlengkapannya lsg terjun ke medan perang, sambil menyelamatkan warga sipil yg terluka dan mengevakuasi warga sipil yg terbunuh sembari terus memuntahkan peluru senjata di tangan untuk membunuh musuh....Panglima tertinggi Perang msh bingung apa yg hrs dilakukan, krn tanpa memberitahu ataupun tanpa tanda2 ... tentara musuh tiba2 sdh ada di wilayah jantung pertahanan negara yg ia pimpin...<br>dengan keadaan seperti ini...adakah strategi yg jitu utk mengalahkan lawan dan meminimalisir korban jiwa baik dari sipil maupun tentara...., disamping itu korban harta benda rakyat dan aset negara yg hancur tidak kalah banyaknya...???
2020-04-10T14:19:06Z;September;Kelihatan mana yg cerdas dan mana yg lemas
2020-04-10T14:18:50Z;September;Complex masalahnya, blunder regulasinya.
2020-04-10T14:18:38Z;September;PSBB dan Larangan mudik (berpergian), apakah hanya berlaku untuk kalangan menengah kebawah?<br>Kalau memang berlaku untuk semua kalangan tanpa memandang status sosial, kenapa bandaran soekarno dan halim masih ada penerbangan domestik baik itu dalam maupun luar negeri?
2020-04-10T14:13:39Z;September;Mungkin pemerintah jg bingung menghadapi karakter rakyatnya ,saya termasuk rakyat hehehe
2020-04-10T14:13:05Z;September;Kasihan banget pa Anies berjibaku dari awal tp yg dilakukan terbentur bnyak hal shg tidak berjalan sesuai dgn yg diharapkan
2020-04-10T14:12:12Z;September;Kalau saja dulu jakarta langsung di lockdown..<br>Orang yg terjangkit di Jakarta tidak bisa mudik.. setidaknya daerah daerah aman..<br>Yah.. berhubung semuanya sudah terjadi..<br>Sekarang mestinya kepala daerah seluruh Indonesia, kompak untuk memutuskan mata rantai penularan covid 19 ini.. dan pemerintah pusat, mesti bergerak cepat keluarkan keputusan jitu.. jangan sampai kasus covid 19 ini tembus angka 5000 kasus.
2020-04-10T14:09:47Z;September;Bulan Januari sudah diingatkan bahaya corona malah guyon, expor besar2an masker ke China, dongkrak wisatawan luar negeri, konyol.  Cukuuuup.. fix suruh saja si Anies handle masalah Corona, biar Joko fokus baca komik Doraemon.
2020-01-16T01:24:29Z;Maret;Ini akibt rvisi uud  kpk..<br>Sya ykin.kpk mkin Lmah.
2020-01-16T01:23:41Z;Maret;Sekarang yg berkelahi komisioner vs dewan pengawas. Keduanya KPK??????
2020-01-16T01:23:06Z;Maret;Aaah... kena penyakit apa ini KPK kita sekrg? Statement dewas dan pimpinan KPK saling menyalahkan.
2020-01-16T01:22:21Z;Maret;Kpk blum menggeledah kantor PDIP karena dia memberi waktu mengamankan barang bukti nnti kalau barang bukti sdh diamankan baru di geledah itulah penerapan undang2 kpk yg baru .
2020-01-16T01:20:01Z;Maret;Negeri ini diobok-obok oleh manusia2 yg serakah demi kepentingan perut segelintir orang,,,,,,udah ketebak dr awal pasti ada pernainan dibalik pemilu kemarin.....????
2020-01-16T01:19:27Z;Maret;Koruptor saya traktir kopi aja deh biar tidur pules
2020-01-16T01:19:16Z;Maret;KPK LUMPUH  .. KAKINYA SDH DI AMPUTASI
2020-01-16T01:18:54Z;Maret;Jahat sekali orang2 seperti kalian ini, rakyat hanya sebagai tu bal, rasakan lah balasannya nanti, hanya tunggu waktu saja
2020-01-16T01:18:13Z;Maret;Itu koruptor emang ngajuin ijin ke rakyat dulu kalo mau ngeruk uang negara?
2020-01-16T01:16:42Z;Maret;Sumpah sejak Jokowi mimpin koruptor makin marak
2020-01-16T01:15:41Z;Maret;Bau busuk akan tercium
2020-01-16T01:14:08Z;Maret;Makin ancur negara sejak si jae mimpin
2020-01-16T01:13:39Z;Maret;Rakyat mah bisa apa atuh...
2020-01-16T01:12:54Z;Maret;Tumpak hatarongan pangabean,di usia yang sudah senja,berbuat baiklah untuk negara,jangan menjilat penguasa.
2020-01-16T01:12:36Z;Maret;"Ber arti KpK blom menerima surat ijin pngeledahan dari pe&#39;ngawas sebab?<br>Klau surat ijinx sudah turun pasti KpK akan bergerak<br>Berhububgan surat ijinx blom turun KpK gbisa berkutik?<br>Sekarang terbukti/nyata apayang di kuwatirkan masayarakat degan adax badan pngawas KpK jadi lemah"
2020-01-16T01:12:20Z;Maret;Kemarin mahasiswa demo,katanya pasukan nasi bungkuslah,bayaran lah,<br>Sekarang mari sama sama merasakan kehancuran .
2020-01-16T01:10:42Z;Maret;Bukti pelemahan KPK... Fix KPK sakit... Ad penyakit yg menggerogoti KPK sekarang...<br><br>Ayo bongkar sarang tikus<br><br>Inilah akibat menambah birokrasi bknnya mlh Makin singkat Dan praktis... Adanya Dewan pengawan malah memperparah memperuwet birokrasi jadi terhambat pemeriksaan penggeledahan... Fix menjadi tembok penghalang... Skrg malah saling lempar...<br><br>Birokrasi macam apa
2020-01-16T01:09:29Z;Maret;Mba nana hebat berani tegas benar artinya pimpinan KPK blm ajukam izin! Ketuanya masih pejabat polri Susah kikuk jdnya! Apa yg dikuatirkan revisi UU KPK ternyata terbukti!
2020-01-16T01:09:20Z;Maret;"Rakyat: Ayo kita sukseskan Pemilu, jangan golput. Kita menentukan negara ini 5 tahun ke depan<br>PDIP+KPU: Ppppft, let them bubbling bullshit, let&#39;s do what we planned to do."
2020-01-16T01:09:13Z;Maret;"Begitulah politik , yang bikin UU tentu tidak ingin &quot;bunuh diri&quot; memperkuat lembaga yg jelas akan menggangu kepentingan pribadi atau partainya , kita boleh beropini tapi tidak boleh menuduh ??"
2020-01-16T01:07:17Z;Maret;"UU No 19 Tahun 2019 Jelas jelas sangat memandulkan KPK dikarena akan ada Mega Proyek Yaitu  Pemindahan  Ibukota Negara yang notabene akan mengahbiskan uang negara wabilkhusus uang rakyat Ratusan Triliun Rupiah bayangkan kalau di korupsi, mari kita sama sama bangsa Indonesia yang cinta Tanah Air Baik Petugas petugas pengguna anggaran dan vendor vendor proyek pemerintah jika ada yang ingin meminta minta &quot;FEE&quot; segera laporkan bukan hanya ke KPK kalau perlu ke Media Sosial Biar langsung ada HuKUM SOSIAL jangan takut dan janganp pandang bulu ingat kejahatan walau ditutupi akhirnya akan terbuka jua...Inga inga ada Yang Maha Tahu...."
2020-01-16T01:06:47Z;Maret;Udah keliatan kan itu bukan dewan pengawas KPK tapi dewan pengawas POLITIK.....pengawasan berkepentingan politik..
2020-01-16T01:04:35Z;Maret;sewa orang Luar ajaaaaaaa utk jadi petinggi2 di KPK...jangan pake orang lokal, kualitas,etika kerja,mentalnya kacangan
2020-01-16T01:02:30Z;Maret;"Nih opung gak berani bilang, he opung gw kasih tau lu kagak berani bilang justru makin berbahaya, kenapa? Opung udah ngelempar bola panas ke masyarakat, dan ini lebih berbahaya ketika masyarakat membuat opininya masing-masing. Bukankah ini lebih merugikan? Kecewa sumpah --&quot;"
2020-01-16T01:01:58Z;Maret;kpk dah mati percuma,bubarkan aja ngk ada fungsinya dengan angaran triliyunan uang rakyat yg dipakai menyedihkan ????
2020-01-16T01:00:13Z;Maret;Alhamdulillah pileg/pilkada tdk pernah memilih yg dari pdip..
2020-01-16T00:59:10Z;Maret;Revisi KPK. Malah tambah bermasalah<br>Mending revisi kinerja DPR yg bolos rapat dll... Yg sudah jls sangat bermasalah ??
2020-01-16T00:59:09Z;Maret;KPK cuma alat penguasa skarang
2020-01-16T00:57:33Z;Maret;Terbukti.. inilah yg sebnarnya yg di perjuangkan mahasiswa.. mahasiswa lebih jujur dari pada para penguasa
2020-01-16T00:57:06Z;Maret;Yg baju merah jangan sampe lolos..warkop DKI
2020-01-16T00:55:45Z;Maret;Alangkah baiknya KPK bubarkn saja, klo tdk berani
2020-01-16T00:55:44Z;Maret;yang bener yg mana..pikir sendiri
2020-01-16T00:55:19Z;Maret;Terlihat begitu bodoh dan mencoba membodohi rakyak ...
2020-01-16T00:55:15Z;Maret;Untuk KPK dan partai PDIP entah apa yang sedang kalian lakukan... <br>Tapi mbokya jangan seperti ini... <br>Ini Sungguh memalukan...<br>Dri jawaban opung yang saya tangkap adalah ketidak becusan dan ketidak seriusan antara pimpinan KPK dan Dewan pengawas...
2020-01-16T00:55:03Z;Maret;Bubarkan dewan pengawas,,loph u mbak najwa shihab??
2020-01-16T00:54:00Z;Maret;MAHASISWA mana nih? anak STM mana nih.... terbukti lemah sudah KPK
2020-01-16T00:53:41Z;Maret;Miris,.apa gunanya demokrasi,jika rakyat sampai dilarang untuk bertanya,se- diktator itukah? Rakyat masih waras,makanya bertanya,sebab itu tugas para wakil rakyat untuk menjawab...supaya rakyat tidak bingung dipilih lah para pemimpin,kalau pemimpin pun bingung,mau jadi apa masa depan rakyat nanti.rakyat memilih untuk harapan negara ini makin lebih baik...jangan salahkan rakyat kalau berfikir radikal,kalau para pemimpin pun mulai bingung menjawab pertanyaan rakyat. Kalau sakit,bilang sakit..jngn tunggu kronis hampir mati baru bicara... Y ALLAH,, tuhanku yg maha esa,, aku yakin pada janji-MU
2020-01-16T00:53:03Z;Maret;Hahaha. Ketauan permainan PDIP banyak koropsi dan kpk lemah bisa untuk bermusawerah. Sebelum.y
2020-01-16T00:51:21Z;Maret;mau polisi, dpr, kejaksaan, kpu, kpk, ahhh pada bengkok semua yang ada di pemerintahan,,
2020-01-16T00:51:10Z;Maret;Ribet harus minta izin terlebih dahulu kepada DeWas
2020-01-16T00:50:41Z;Maret;Dewas Muter2 komentarnya...
2020-01-16T00:50:36Z;Maret;Bubarkan KPK
2020-01-16T00:50:12Z;Maret;Yang membuat lemah kpk bukan dari dewas atau klompok lain. Yang melemahkan kpk adalah dari oknum kpk itu sendiri.
2020-01-16T00:50:11Z;Maret;Mau ngegeledah aja susah ,,, keburu barbuk nya di amanin sama para koruptor dong.<br><br>Terlihat sdh bahwa uu kpk hanya utk melindungi para koruptor.
2020-01-16T00:46:42Z;Maret;Kira2 Rakyat memilih mbak Najwa d gandeng Sm bung Rocky Jadi Pemimpin Negara ini bagaimana??? Mau apa tidak???<br>Masyarakat Dan Rakyat Yg Setuju Like.
2020-01-16T00:46:28Z;Maret;Ketuanya aja kayak gini gimana anggota nya
2020-01-16T00:46:03Z;Maret;Ini semua efek dri KETIDAK TEGASAN  ?
2020-01-16T00:45:48Z;Maret;Ah sudah lah.. <br>Kami pesimis dg pemberantasan korupsi di republik ini...
2020-01-16T00:44:06Z;Maret;OPUNG MAU OBAT KUAT GAK..<br>BIAR TAMBAH KUAT NGOTOT NYA.<br><br>SEMOGA KPK SEMAKIN BAIK DI DALAM KINERJA NYA. TERUSLAH BERANTAS.. TIKUS NYA.
2020-01-16T00:44:05Z;Maret;"gini gini ya.. saya ga paham hukum.. tapi bagi saya yg masyarakat biasa.. pandangan saya seperti ini &quot;GLEDAH SAJA SAYA! SAYA GA BERSALAH KOK!&quot; coba PDI seperti itu.. toh itu membuktikan bahwa PDI bersih kan? kita buka-bukaan saja lah, gak usah pakai aturan dulu.. tapi mulailah dengan HATI NURANI.. semangat untuk semua POLITIKUS INDONESIA untuk menjadi LEBIH BAIK LAGI!"
2020-01-16T00:42:00Z;Maret;Tidak hadir nya para pimpinan KPK di mata najwa,, membuat kami rakyat bertanya-tanya
2020-01-16T00:38:08Z;Maret;Kpk mnurut ku ada udang di balik batu. Coba anda lihat kenpa kasus mega korupsi yang udab ktahuan ada bukti gak di buka lagi.. Bhkan yg baru ini jiwaserya sam asbri diem aja kpk..
2020-01-16T00:36:27Z;Maret;Sia-sia gue ikut Pemilu eh KPU nya di suap sama PDIP
2020-01-16T00:34:12Z;Maret;Indonesia surganya para koruptor.
2020-01-16T00:33:23Z;Maret;Pak baju biru, sudah tua pak..mendingan cari amal atau pahala buat masa kekal nanti..nda usah ngotot pak kenikmatan dunia hanya sementara pak !
2020-01-16T00:33:13Z;Maret;KPK ungkap bahwa belum memberi ijjin, eh ternyata beluum minta Ijin ??, kayaknya KPK ingin menyudutkan dewan Pengawas. ??????
2020-01-16T00:32:35Z;Maret;"Bahkan Pimpinan KPK sekalipun batal &#39;berani&#39; menghadapi mbak nana.."
2020-01-16T00:32:33Z;Maret;Turunkan Pemimpin KPK
2020-01-16T00:32:32Z;Maret;Semacam gak sinkron aja antara dewas dan kpk sendiri ?? apakah dewas dan kpk itu sendiri berbeda persepsi dalam memberantas korupsi ataukah ada kepentingan lain ?
2020-01-16T00:32:15Z;Maret;Demo demo
2020-01-16T00:31:40Z;Maret;KPK sekarang keliatan banget melemahnya dan kurang transparan ke publik. Dulu2 klo diundang media, mereka dengan lugas menjelaskan masalah. Klo ada orang politik nuduh aneh pasti dibantah dengan argumen logis. Sekarang keliatan banget tertutup banget. payah dah!
2020-01-16T00:31:18Z;Maret;Udah gk usah di geledah barang bukti udh di hilangin.
2020-01-16T00:30:27Z;Maret;Yang salah presiden nya! Yg setujui UU KPK dirubah. Jadinya ribet gini..
2020-01-16T00:28:28Z;Maret;Ternyata strategi pelemahan bukan dari dewas, tp dari pimpinan KPK nya.. paham-paham..
2020-01-16T00:28:16Z;Maret;Ayo mahasiswa kita sayembara cari pinokio di negeri ini .kalau tertangkap potong hidungnya ganti moncong banteng
2020-01-16T00:27:58Z;Maret;Apa di UU baru ini setiap tahapan kerja KPK harus dapat izin dulu dari dewas?
2020-01-16T00:27:31Z;Maret;Ketu dewasnya berkelit mulu jadi gregetan...
2020-01-16T00:27:12Z;Maret;Yg mengusulkan KPK itu PDIP yang nuntup juga nanti PDIP liat dah
2020-01-16T00:25:32Z;Maret;sebagai dewas, tidak butuh nama besar, usia tua lah dan tekanan dari yang pilih (atau sekitar) yang kemudian malah membuat kpk jadi lembek
2020-01-16T00:24:43Z;Maret;"Dari penjelasan Pak Tumpak, bisa disimpulkan :<br>Kemungkinannya ada 3: (a) tidak ada pengajuan izin, (b) ada izin diajukan tapi ditolak atau (c) ada izin dan diterima. Kemungkinan (c) sudah tidak mungkin, sehingga cuma ada 2 kemungkinan. Keduanya punya konsekuensi: <br>1. jika tidak ada pengajuan izin tapi melakukan penggeledahan, maka ini artinya memang &quot;pengawasan&quot; terhadap org2 KPK sangat lemah sehingga terkesan &quot;semaunya&quot;.<br>2. jika ada izin diajukan tapi ditolak, namun faktanya penggeledahan tetap dilakukan. Ini artinya bahwa ternyata penyelidik KPK memang kurang bisa &quot;dikontrol&quot;. <br><br>Jadi benar kata beberapa politisi bahwa ada persoalan besar dalam tubuh KPK, sehingga perlu Dewas."
2020-01-16T00:23:15Z;Maret;bukan kah KPK itu perangkat negara untuk mengawasi pemerintah?<br>kenapa pemerintah yang mengesahkan dan mengawasi perangkat negara?<br>lalu apa beda negara dengan pemerintah?<br>saya bingung dengan indonesia ini
2020-01-16T00:22:36Z;Maret;Ternyata yg busuk kpk nya bukan dewasnya
2020-01-16T00:21:16Z;Maret;usia dewas semua usia tua, sudah masa super hati2 dalam berkata dan bertindak, jadi sangat tidak efektif, dan kpk yakin lemah...
2020-01-16T00:20:27Z;Maret;Ah kebanyakan retorika nih opung dewas. Dengan kejadian kasus PDIP ft. KPU ini, keberadaan dewas jelas menghambat KPK dan proses pemberantasan korupsi. Ah ironis Republik +62, banyak lelucon politique.
2020-01-16T00:19:10Z;Maret;Ni yg namanya penguatan kpk<br>Main salah salahan kan????<br><br>Ketua kpk nya blum.pernah nongol d tv pasca pelantikan
2020-01-16T00:17:52Z;Maret;Salahsatu Permain Watak dlm Dagelan Politik  ... sdg dipermalukan dlm Acara ini  !!
2020-01-16T00:16:56Z;Maret;Cuma di negri ini tersangka korupsi masih bisa tersenyum dan tertawa ketika kena ott
2020-01-16T00:16:02Z;Maret;Masa mau ngegrebek minta izin dulu keburu dibakar tuh barang bukti haduhh opung opung mendingan udeh nikmatin hari tua aja sambil nnton tv dirmh ancur kpk aneh bnget mau geledah aja minta izin berbulan bulann sama mak banteng terbukti skarang siapa yg curang
2020-01-16T00:14:57Z;Maret;bibarkan saja dewas gk efektif bikin pembengkaan biaya saja
2020-01-16T00:14:04Z;Maret;Banyak faktor Indonesia maju. Birokrasi sampai sosio ekonomi.. Tapi semua itu akan tersendat kalo msh banyak tikus yg berkeliaran. Dan Petugas KPK juga harus Independen dalam menangani suatu perkara.. Jangan tebang pilih subjeknya....
2020-01-16T00:13:05Z;Maret;Berbelit2 urusannya...
2020-01-16T00:12:35Z;Maret;Ini bhs politis...dewas dgn pimp KPK saling lmpar
2020-01-16T00:12:07Z;Maret;Cuma satu untuk sekarang hanya berdoa semoga yg tidak lurus cepat kembali ke pangkuan Sang Pencipta, di era ini logika berfikir lurus tidak pernah bisa dilaksanakan, cape
2020-01-16T00:10:06Z;Maret;ancur aja lah indonesia ini skalian ??
2020-01-16T00:08:21Z;Maret;Ayo mbk najwa cecar trus biar ketahuan busuk nya para elit koruptor ....
2020-01-16T00:06:24Z;Maret;KPK makin melemah tak berdaya dihimpit kelompok koruptor penguasa, <br>????????????????????
2020-01-16T00:04:53Z;Maret;Bukti KPK cengeng, UU KPK lama atau baru,itu sama tidak berubah
2020-01-16T00:00:11Z;Maret;Ini konteks vital kenapa ngundang yang dah tua kek gini sih, muter doang yang ada. Buang buang waktu.
2020-01-15T23:59:49Z;Maret;Ya  itu untuk  iklan lah.wartawan butuh korannya laku.
2020-01-15T23:56:52Z;Maret;Ini dewan pengawas koq cara ngomongnya kurang meyakinkan.
2020-01-15T23:55:27Z;Maret;Gue yakin nggak bakalan ada yang demo kalau melihat situasi seperti ini mau demo apa coba nggak akan didengar lah pemerintah dan DPR udah dikuasai sama mereka
2020-01-15T23:51:52Z;Maret;PDIP partai terkorup bicara soal pancasila
2020-01-15T23:51:13Z;Maret;Mari turunkan aja rezim ni banyak koruptor
2020-01-15T23:50:49Z;Maret;nah ini, memang inilah yang dikeluhkan dulunya bahwa ada oknum KPK secara disengaja atau tidak melanggar kode etik... mestinya rahasia dibocorkan sedikit melalui entahlah
2020-01-15T23:48:07Z;Maret;semisal kalo gue jadi mbak najwa gue jitak ni orang tua ..ketemu kok di telfon ?
2020-01-15T23:46:58Z;Maret;Kenapa pimpinan KPK tidak mau datang?
2020-01-15T23:46:51Z;Maret;Karena sdh lbh dari 1x24 jam, itu artinya sdh tidak diberi izin? Karena menyangkut partai penguasa? Yang harus najwa perdalsm adalah nyali dewas
2020-01-15T23:46:24Z;Maret;Jng sampai lama2 nanti pemilu nanti tdk ada yg ikut krn orang akan semakin Apatis dengan dunia politik.
2020-01-15T23:46:06Z;Maret;KPK sekarang lemah sekali. Ditambah pimpinan kpk yang kurang meyakinkan, revisi uu kpk juga bikin makin tidak berdaya, lalu yang terakhir dewan pengawas yang fungsinya hanya menghambat kpk.
2020-01-15T23:45:59Z;Maret;Ngomongnya muter² tok cuk, dewas kok gobl*knya kebangetan. ASOE
2020-01-15T23:42:20Z;Maret;Cukup lapor ketuanya aja knp
2020-01-15T23:41:48Z;Maret;Mahasiswa demonya tanggung...
2020-01-15T23:41:01Z;Maret;Dewas melemparkan bahasa persepsi k publik, bahaya bos...
2020-01-15T23:36:51Z;Maret;Hadeh... sdh di lewati brp episode ya berita ttg banjir tidak di liput mbak najwa...   kok di lewatin trs si mbak... ayo undang duduk 1 meja... anies , mentri basuki, pengamat lingkungan. Masa kalah sama gus hotman
2020-01-15T23:36:14Z;Maret;Alasan klasik
2020-01-15T23:35:22Z;Maret;Sebaiknya, KPK , dibubarkan , penanganan KKN  diserahkan ke Kepolisian ,,  ( sayang uang anggaran KPK , mending ntuk bantu warga miskin , )
2020-01-15T23:28:33Z;Maret;Pung pung. Masyarakat tidak bodoh. Kami bahkan bisa lebih cermat menyikapi perkataan opung. Ada yg disembunyikan sama dengan belum atau tidak diberikannya izin. Simple af lah yak
2020-01-15T23:25:36Z;Maret;Nonton ini pas masih 2 views tapi baru komentar sekarang karena baru kelar nonton. Sepertinya pertanyaan Ompung Tumpak muter-muter, ya kelihatan sekali bahwa sebenarnya Dewas justru menghambat penyelidikan di Kantor PDIP.
2020-01-15T23:25:22Z;Maret;"Belum ada kejelasan pada dewan pengasas &amp; pimpinan kpk. Padahal kpk sendiri menganut asas keterbukaan dan kepastian hukum"
2020-01-15T23:24:49Z;Maret;Tak terhitung kasus2 hukum di Indonesia ini justru di dominasi dan di monopoli oleh lingkaran orang-orang yang korupsi. Menyedihkan sekali, ya Allah sampai kapan Indonesia ini tuntas dari masalah2 dan kasus2 hukum dari segala bentuk korupsi...?? <br><br>Rezim Seharto sudah puluhan tahun lamanya masih menularkan penyakit kronis dan kotornya dengan korupsi terhadap pejabat2 bangsa ini. ??
2020-01-15T23:19:20Z;Maret;Masa kita harus demo lagi kasihan kan rakyat yang turun di jalan
2020-01-15T23:18:17Z;Maret;Enaknya koruptor sekarang mau digeledah masih ada waktu buat bersih bersih a*u!
2020-01-15T23:18:16Z;Maret;Dibentuknya ini menjadi kekhawatiran terbesar kita akan dihambatnya kpk
2020-01-15T23:18:05Z;Maret;Thanks to UU No.19 tahun lalu,sekarang KPK jadi lembek dan diperlembek
2020-01-15T23:17:54Z;Maret;Mahasiswa kmarin kmana ya?
2020-01-15T23:16:35Z;Maret;Revisi nya udah terbukti bikin lemah KPK<br>Pimpinan KPK dari latar belakangnya kan emang bermasalah? di tunjuk DPR pula ??<br><br>sekarang gw yakin, ketua KPK yg sekarang beneran org ga beres
2020-01-15T23:13:18Z;Maret;Jelas bahwa DEWAN PENGAWAS menghambat KPK
2020-01-15T23:12:47Z;Maret;Sebenarnya dia keberatan dengan sistem baru tapi dengan terus berusaha menutupi itu semua mungkin ada maksd dan tujuan tapi entahlah. Itulah yang tergambar dari pembicaraan mbak nana dan perwakilan dewas dari kpk.
2020-01-15T23:09:56Z;Maret;Ayo mahasiswa demo lagi, sekarang terbukti kalian benar!!
2020-01-15T23:01:51Z;Maret;Bukti UU no 19 tahun 2019 melemahkan KPK, melemahkan pemberantasan korupsi!
2020-01-16T02:33:03Z;Maret;Dewan pengawas memang tidak memper Sulit.. Tapi Undang - Undang nya membuat KPK lemah....
2020-01-16T02:32:29Z;Maret;bahasa nya ngambang, bersayap dan multi tafsir, ini kah kualitas dewan pengawas KPK? yang jelas kegagalan KPK menggeledah kantor PDIP adalah sebuah kesalahan fatal. karena apa? karena sangat berpotensi kehilangan barang bukti. jangan salahkan orang lain jika orang berpendapat atau berprasangka buruk kepada KPK, DPR dan pemerintah. karena kalian membuat situasi dan keadaan menjadi abu-abu dan kabur sehingga membuat kami rakyat Indonesia kesulitan menilai kinerja kalian.
2020-01-16T02:32:22Z;Maret;Berikan aja tugas KPK itu pada badan pengawas supaya segala urusan cepat selesai, dan mundur ajalah semua KPK .
2020-01-16T02:31:54Z;Maret;KPK di dirikan untuk membrantaz korupsi.Tapi untuk membrantaz korupsi kudu ijin.Padahal yg korupsi gax perlu ijin.membrantas korupsi ko tambah ribet.Seharus nya KPK di permudah untuk membrantas korupsi.
2020-01-16T02:31:37Z;Maret;DAGELAN SEMUA.<br>Mana mungkinlah dewan pengawas memberi izin, karna yang menunjuk dewan pengawas adalah Presiden dan yg akan diperiksa adalah Partainya Penguasa PDI.<br><br>TUMPAK INI ADALAH PETUGAS YG DITUNJUK JOKOWIE... DAGELAN SEMUA...
2020-01-16T02:29:56Z;Maret;Masarakt sudah cerdas opong jngn jdi pnghalang KPK<br>Ingt ank cucu cicit kita pingin hidup damai di indonesia
2020-01-16T02:29:14Z;Maret;Mutar terus , belum ada izin presiden dan mega  , rakyat dibohongi terus
2020-01-16T02:28:50Z;Maret;Saya ngga tau dari sd paling benci sama PDIP dan saya bersyukur membencinya sampai sekarang
2020-01-16T02:27:58Z;Maret;udah pak maen ama cucu aja nggak usah maen2 politik
2020-01-16T02:26:21Z;Maret;Bginilh negra sya saat ini sngt mmprihtinkn, kmu pjbt pmrinth sya pilih utk mmbela rkyat mnsejhterkn rkyat tpi apa yg trjdi skrang, pncuri2 / pmbohng berdsi, mulutmu mnis saat janji2 pd  rkyat msa pmilu tpi htimu busuk d blik itu. pnghiant kpercyaan rkyat smoga kmu   d adzab Allah krena mkan mmbohngi uang rkyt berjuta  juta orng brapa besar dosmu klau kmu orng islam,  tpi d Indonesia ini bnyk Islam KTPnya sja tpi khidupnnya prilkunya mcam org brat bukn Islam. Naudzubillh smoga Allah mmakmurkn Indonesia. Amiiiiin.....
2020-01-16T02:25:56Z;Maret;Kalau ada izin, 1 x 24 jam pasti akan diproses. Menarikk mari kita bedah.<br><br>Jika izin sudah masuk, kemungkinan akan disetujui atau tidak disetujui<br><br>Jika izin belum masuk maka pasti tidak akan disetujui<br><br>Jadi penggeledahan tidak terjadi karena 2 kemungkinan, izin tidak masuk atau izin tidak disetujui.<br>Kira2 kemungkinan yang mana ya??
2020-01-16T02:25:33Z;Maret;Kalau nungguin di kasih ijin ya keburu di buang tu barang bukti
2020-01-16T02:23:23Z;Maret;Yg pasti dan terbukti kalo kpk  sudah lemah... sudah diduga sebelumnya.. bakal lempar tznggung  tanggung jawab...antara dewas dgn komisioner kpk.. sukses pdi dan korupto2nya
